Code,Notes,Course,Dur,Start Date, End Date, Type,Sec,Days,Time,Loc.,Inst.,Dept,CourseCode,
2598104,,FREN 1F90 ,D1,2016/Sep/07,2017/Apr/07,LEC,4, R,1700-2000,TH259,"Ndayizigamiye, Richard",FREN, 1F90, 
2599105,,FREN 1F90 ,D1,2016/Sep/07,2017/Apr/07,LEC,5, T R,800 -930 ,PL410,"Camara,El Hadji",FREN, 1F90, 
2600106,,FREN 1F90 ,D1,2016/Sep/07,2017/Apr/07,LEC,6,M W ,1700-1830,WH8G,"Plouffe,Josee",FREN, 1F90, 
2601107,,FREN 1F90 ,D1,2016/Sep/07,2017/Apr/07,LEC,7,W ,1700-2000,TH259 ,"Ndayizigamiye, Richard",FREN, 1F90, 
2602108,,FREN 1F90 ,D1,2016/Sep/07,2017/Apr/07,LEC,8, T,1900-2200,ST108,"Plouffe,Josee",FREN, 1F90, 
2603101,,FREN 1Y91 ,D2,2016/Sep/07,2016/Dec/06,LAB,1,M ,1900-2030,TH256 ,"Hauck, Nicholas",FREN, 1Y91, 
2604101,,FREN 1Y92 ,D3,2017/Jan/09,2017/Apr/07,LAB,1,F ,1230-1400,GL164 ,"Hauck, Nicholas",FREN, 1Y92, 
2605101,,FREN 2F00 ,D1,2016/Sep/07,2017/Apr/07,LEC,1, T,1900-2200,PL410,"Chow,Ivan",FREN, 2F00, 
2606102,,FREN 2F00 ,D1,2016/Sep/07,2017/Apr/07,LEC,2,W ,1300-1600,PL409,"Chow,Ivan / Grigorescu,Elena",FREN, 2F00, 
2607103,,FREN 2F00 ,D1,2016/Sep/07,2017/Apr/07,LEC,3,M ,1700-2000,WH207,"Lezama,Nigel",FREN, 2F00, 
2608101,,FREN 2F03 ,D1,2016/Sep/07,2017/Apr/07,LEC,1, T R,1530-1700,EA102,"Parayre, Catherine / Grigorescu,Elena",FREN, 2F03, 
2609102,,FREN 2F03 ,D1,2016/Sep/07,2017/Apr/07,LEC,2,W ,1700-2000,ST108,"Grigorescu,Elena",FREN, 2F03, 
2610101,,FREN 2P10 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,F ,1400-1700,TH255 ,"Chow,Ivan",FREN, 2P10, 
2611101,,FREN 2P44 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,1400-1700,WH8G,"Savoie,Paul",FREN, 2P44, 
2612101,,FREN 2P65 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M F ,930 -1100,TH257,"Breitenstein,Renee-Claude",FREN, 2P65, 
2613101,,FREN 2P95 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1700-2000,GL164,"El-Hoss, Tamara",FREN, 2P95, 
2614101,,FREN 3P03 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,1100-1400,TH259,"Savoie,Paul",FREN, 3P03, 
2615101,,FREN 3P05 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, R,1700-2000,WH8G,"Fournier,Isabelle",FREN, 3P05, 
6027101,,FREN 3P06 ,D2,2016/Sep/07,2016/Dec/06,LEC ,1, R,1700-2000,WH8G,"Fournier,Isabelle",FREN, 3P06, 
2617101,,FREN 3P20 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1700-1900,TH149,"El-Hoss, Tamara",FREN, 3P20, 
2617401,,FREN 3P20 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,M ,1900-2000,TH269J,,FREN, 3P20, 
2618101,,FREN 3P73 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1700-2000,WH327,"Savoie,Paul",FREN, 3P73, 
6028101,,FREN 3P74 ,D3,2017/Jan/09,2017/Apr/07,LEC ,1,F ,1400-1700,PL410 ,"Savoie,Paul",FREN, 3P74, 
2620101,,FREN 3Q90 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1700-2000,WH202 ,"El-Hoss, Tamara",FREN, 3Q90, 
2621101,,FREN 3Q91 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1400-1700,WH327,"Breitenstein,Renee-Claude",FREN, 3Q91, 
2622101,"BS,CG",FREN 4P03 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1700-2000,EA102,"Lezama,Nigel",FREN, 4P03, 
2623101,,FREN 4P20 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, R,1100-1400,WH206,"Breitenstein,Renee-Claude",FREN, 4P20, 
2624101,,FREN 4P40 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,1700-2000,PL410,"Lezama,Nigel",FREN, 4P40, 
2625101,OG,GEOG 0N01 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N01, 
2626101,OG,GEOG 0N01 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N01, 
2627101,OG,GEOG 0N02 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N02, 
2628101,OG,GEOG 0N02 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N02, 
2629101,OG,GEOG 0N03 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N03, 
2630101,OG,GEOG 0N03 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N03, 
2631101,OG,GEOG 0N04 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N04, 
2632101,OG,GEOG 0N04 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N04, 
2633101,OG,GEOG 0N05 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N05, 
2634101,OG,GEOG 0N05 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,GEOG, 0N05, 
2635101,OG,GEOG 0N90 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,1700-1900,TH241,"Zhu,Julia",GEOG, 0N90, 
2636101,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,LEC,1, T,1300-1500,DHOWES,"Fullerton, Christopher / Geogtba1",GEOG, 1F90, 
2636201,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM1,1,W ,1100-1200,MCC300,,GEOG, 1F90, 
2636202,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM2,1,W ,1200-1300,MCC300,,GEOG, 1F90, 
2636203,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM3,1,F ,1000-1100,MCD404,,GEOG, 1F90, 
2636204,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM4,1, R,1000-1100,MCC300,,GEOG, 1F90, 
2636205,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM5,1,W ,1000-1100,MCA323,,GEOG, 1F90, 
2636206,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM6,1,F ,900 -1000,MCC300,,GEOG, 1F90, 
2636207,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM7,1, R,1900-2000,MCC407,,GEOG, 1F90, 
2636208,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM8,1, R,900 -1000,TH133,,GEOG, 1F90, 
2636209,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM9,1, R,1700-1800,MCC407,,GEOG, 1F90, 
2636210,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 10,1,W ,900 -1000,PL411,,GEOG, 1F90, 
2636211,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 11,1,M ,1700-1800,MCC405,,GEOG, 1F90, 
2636212,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 12,1, T,1600-1700,MCD301,,GEOG, 1F90, 
2636213,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 13,1, T,1500-1600,MCJ209,,GEOG, 1F90, 
2636214,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 14,1,M ,1600-1700,MCD300,,GEOG, 1F90, 
2636216,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 16,1, T,2000-2100,MCC405,,GEOG, 1F90, 
2636218,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 18,1, T,1800-1900,MCC405,,GEOG, 1F90, 
2636220,,GEOG 1F90 ,D1,2016/Sep/07,2017/Apr/07,SEM 20,1, R,1800-1900,MCC407,,GEOG, 1F90, 
2637101,,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LEC,1,W ,1400-1600,TH247,"Pisaric,Michael / Turner,Kevin",GEOG, 1F91, 
2637401,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB1,1,W ,1000-1200,MCC308,,GEOG, 1F91, 
2637402,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB2,1,W ,1000-1200,MCC308,,GEOG, 1F91, 
2637403,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB3,1, R,900 -1100,MCC308,,GEOG, 1F91, 
2637404,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB4,1, R,900 -1100,MCC308,,GEOG, 1F91, 
2637405,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB5,1,M ,1400-1600,MCC308,,GEOG, 1F91, 
2637406,"a,ly",GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB6,1,M ,1400-1600,MCC308,,GEOG, 1F91, 
2637407,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB7,1, R,1100-1300,MCC308,,GEOG, 1F91, 
2637408,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB8,1, R,1100-1300,MCC308,,GEOG, 1F91, 
2637409,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB9,1, T,1000-1200,MCC308,,GEOG, 1F91, 
2637410,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 10,1, T,1000-1200,MCC308,,GEOG, 1F91, 
2637411,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 11,1,F ,900 -1100,MCC308,,GEOG, 1F91, 
2637412,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 12,1,F ,900 -1100,MCC308,,GEOG, 1F91, 
2637413,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 13,1,M ,1000-1200,MCC308,,GEOG, 1F91, 
2637414,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 14,1,M ,1000-1200,MCC308,,GEOG, 1F91, 
2637415,lx,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 15,1,F ,1100-1300,MCC308,,GEOG, 1F91, 
2637416,ly,GEOG 1F91 ,D1,2016/Sep/07,2017/Apr/07,LAB 16,1,F ,1100-1300,MCC308,,GEOG, 1F91, 
2648101,,GEOG 2P01 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1400-1600,AS216,"Nash, Catherine Jean",GEOG, 2P01, 
2648201,,GEOG 2P01 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1,M ,1600-1700,MCD404,,GEOG, 2P01, 
2648202,,GEOG 2P01 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1,M ,1500-1600,MCJ209,,GEOG, 2P01, 
2648203,,GEOG 2P01 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1, R,1600-1700,MCC407,,GEOG, 2P01, 
2648204,,GEOG 2P01 ,D2,2016/Sep/07,2016/Dec/06,SEM4,1, T,1300-1400,MCJ209,,GEOG, 2P01, 
2648205,,GEOG 2P01 ,D2,2016/Sep/07,2016/Dec/06,SEM5,1, T,1200-1300,MCA323,,GEOG, 2P01, 
2649101,,GEOG 2P03 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,F ,1000-1200,TH242,"MacKintosh, Phillip",GEOG, 2P03, 
2649202,,GEOG 2P03 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1,M ,1300-1400,MCJ205,,GEOG, 2P03, 
2649204,,GEOG 2P03 ,D2,2016/Sep/07,2016/Dec/06,SEM4,1,F ,900 -1000,MCC407,,GEOG, 2P03, 
2649205,,GEOG 2P03 ,D2,2016/Sep/07,2016/Dec/06,SEM5,1,W ,1000-1100,PL408,,GEOG, 2P03, 
2649207,,GEOG 2P03 ,D2,2016/Sep/07,2016/Dec/06,SEM7,1, T,1300-1400,MCC403,,GEOG, 2P03, 
2650101,,GEOG 2P04 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1000-1200,WH324,"Childs,Jayson",GEOG, 2P04, 
2650401,a,GEOG 2P04 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1, R,1200-1400,MCC405,,GEOG, 2P04, 
2650402,a,GEOG 2P04 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, T,1500-1700,MCC405,,GEOG, 2P04, 
2650403,,GEOG 2P04 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1, T,1200-1400,MCC405,,GEOG, 2P04, 
2650404,,GEOG 2P04 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1,W ,1600-1800,MCC405,,GEOG, 2P04, 
2650405,,GEOG 2P04 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1,M ,1200-1400,MCC405,,GEOG, 2P04, 
2421101,EM,GEOG 2P05 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M W ,900 -1000,TH258,"Menzies, John",GEOG, 2P05, 
2420401,,GEOG 2P05 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,M ,1400-1700,MCD319,,GEOG, 2P05, 
2420402,,GEOG 2P05 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,F ,900 -1200,MCD319,,GEOG, 2P05, 
2652101,,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1700-1900,AS202,"MacKintosh, Phillip",GEOG, 2P06, 
2652201,a,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,M ,900 -1000,MCC405,,GEOG, 2P06, 
2652202,a,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,F ,1100-1200,MCC405,,GEOG, 2P06, 
2652203,,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1,W ,1300-1400,MCC407,,GEOG, 2P06, 
2652204,,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1, R,900 -1000,MCG310,,GEOG, 2P06, 
2652205,,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM5,1,W ,900 -1000,MCD301,,GEOG, 2P06, 
2652206,,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM6,1,F ,1200-1300,MCC405,,GEOG, 2P06, 
2652207,,GEOG 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM7,1, T,900 -1000,MCD303,,GEOG, 2P06, 
2654101,EM,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,1200-1400,AS202,"Jollineau, Marilyne",GEOG, 2P07, 
2654401,,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1, T,1400-1600,CA217,,GEOG, 2P07, 
2654402,,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, T,1000-1200,CA217,,GEOG, 2P07, 
2654403,a,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1, T,800 -1000,CA217,,GEOG, 2P07, 
2654404,,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1, R,1000-1200,CA217,,GEOG, 2P07, 
2654405,,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1,M ,1500-1700,CA217,,GEOG, 2P07, 
2654406,a,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB6,1,F ,800 -1000,CA217,,GEOG, 2P07, 
2654407,,GEOG 2P07 ,D2,2016/Sep/07,2016/Dec/06,LAB7,1,W ,1400-1600,CA217,,GEOG, 2P07, 
2658101,,GEOG 2P13 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1200-1400,AS217,"Simandan, Dragos Matel",GEOG, 2P13, 
2658201,,GEOG 2P13 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,M ,1600-1700,MCC400,,GEOG, 2P13, 
2658202,,GEOG 2P13 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,M ,1500-1600,PL308,,GEOG, 2P13, 
2658203,,GEOG 2P13 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, T,1100-1200,MCA323,,GEOG, 2P13, 
2658204,,GEOG 2P13 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1,W ,1000-1100,EA106,,GEOG, 2P13, 
2659101,,GEOG 2P21 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,F ,1500-1700,AS216,"Simandan, Dragos Matel",GEOG, 2P21, 
2659401,a,GEOG 2P21 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,M ,1000-1200,MCC405,,GEOG, 2P21, 
2659402,a,GEOG 2P21 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,W ,900 -1100,MCC405,,GEOG, 2P21, 
2659403,,GEOG 2P21 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1, R,1100-1300,MCC407,,GEOG, 2P21, 
2659404,,GEOG 2P21 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1, T,1400-1600,MCC407,,GEOG, 2P21, 
2659405,,GEOG 2P21 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1, T,1000-1200,MCC405,,GEOG, 2P21, 
5960101,,GEOG 2P30 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1100-1400,AS202,"Telfer, David",GEOG, 2P30, 
2661101,,GEOG 2P50 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1900-2200,TH325,"MacKintosh, Phillip",GEOG, 2P50, 
2662101,,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1300-1500,AS202,"Fullerton, Christopher",GEOG, 2P66, 
2662201,a,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1, T,1100-1200,PL311,,GEOG, 2P66, 
2662202,a,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, T,1300-1400,PL408,,GEOG, 2P66, 
2662203,a,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, R,900 -1000,PL408,,GEOG, 2P66, 
2662204,,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1,M ,1000-1100,MCC405,,GEOG, 2P66, 
2662205,,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM5,1,W ,1100-1200,PL408,,GEOG, 2P66, 
2662206,,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM6,1,W ,1000-1100,PL408,,GEOG, 2P66, 
2662207,,GEOG 2P66 ,D3,2017/Jan/09,2017/Apr/07,SEM7,1,M ,1600-1700,TH133,,GEOG, 2P66, 
6082101,,GEOG 2P94 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1400-1700,TH255,"Brown, David Timothy",GEOG, 2P94, 
2663101,,GEOG 3P05 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1200-1400,TH258,"Turner,Kevin",GEOG, 3P05, 
2663401,,GEOG 3P05 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, R,1400-1600,CA217,,GEOG, 3P05, 
2663402,a,GEOG 3P05 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1,F ,900 -1100,CA217,,GEOG, 3P05, 
2663403,,GEOG 3P05 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1,F ,1400-1600,CA217,,GEOG, 3P05, 
2663404,,GEOG 3P05 ,D3,2017/Jan/09,2017/Apr/07,LAB4,1,W ,900 -1100,CA217,,GEOG, 3P05, 
2666101,,GEOG 3P07 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1200-1400,TH257,"Jollineau, Marilyne",GEOG, 3P07, 
2666401,a,GEOG 3P07 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,W ,1500-1700,CA217,,GEOG, 3P07, 
2666402,,GEOG 3P07 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1, R,1200-1400,CA217,,GEOG, 3P07, 
2666403,,GEOG 3P07 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1, R,1000-1200,CA217,,GEOG, 3P07, 
2668101,,GEOG 3P09 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,W ,900 -1100,TH256,"Pisaric,Michael",GEOG, 3P09, 
2668401,a,GEOG 3P09 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,F ,1000-1300,MCC405,,GEOG, 3P09, 
2668402,,GEOG 3P09 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,W ,1300-1600,MCC407,,GEOG, 3P09, 
2669101,,GEOG 3P13 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,800 -1000,MCC405,"Morimoto, David",GEOG, 3P13, 
2669401,a,GEOG 3P13 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1, R,1500-1700,MCC405,,GEOG, 3P13, 
2669402,,GEOG 3P13 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, R,1000-1200,MCC405,,GEOG, 3P13, 
2669403,,GEOG 3P13 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1,W ,1400-1600,MCC405,,GEOG, 3P13, 
2671101,,GEOG 3P14 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1000-1200,TH258,"Dagesse, Daryl",GEOG, 3P14, 
2671401,,GEOG 3P14 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, T,1400-1700,MCD211,,GEOG, 3P14, 
2671402,,GEOG 3P14 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1,M ,1100-1400,MCD211,,GEOG, 3P14, 
2673101,,GEOG 3P22 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1500-1700,TH257,"Turner,Kevin",GEOG, 3P22, 
2673401,a,GEOG 3P22 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,F ,1200-1400,CA217,,GEOG, 3P22, 
2673402,a,GEOG 3P22 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1, T,1100-1300,CA217,,GEOG, 3P22, 
2673403,,GEOG 3P22 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1,M ,1000-1200,CA217,,GEOG, 3P22, 
2434101,,GEOG 3P24 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M W ,1200-1300,MCD319,"Menzies, John",GEOG, 3P24, 
2433401,,GEOG 3P24 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1, T,1400-1700,MCD319,,GEOG, 3P24, 
2433402,,GEOG 3P24 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, R,900 -1200,MCD319,,GEOG, 3P24, 
2436101,,GEOG 3P25 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W F ,1100-1200,MCD319,"McCarthy, Francine M.",GEOG, 3P25, 
2435401,,GEOG 3P25 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, T,1400-1700,MCD319,,GEOG, 3P25, 
2439101,FH,GEOG 3P35 ,D2,2016/Sep/07,2016/Dec/06,LAB,1, T,800 -1100,MCD211,"McCarthy, Daniel",GEOG, 3P35, 
6076101,FH,GEOG 3P40 ,D3,2017/Jan/09,2017/Apr/07,LEC ,1,M ,1200-1400,WH204 ,"Boggs, Jeffrey",GEOG, 3P40, 
6075401,,GEOG 3P40 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, R,1000-1200,WH205 ,,GEOG, 3P40, 
6075402,,GEOG 3P40 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1, R,1200-1400,WH205 ,,GEOG, 3P40, 
2674101,,GEOG 3P45 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1900-2100,TH257,"MacKintosh, Phillip",GEOG, 3P45, 
2674201,,GEOG 3P45 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1, T,1700-1900,MCD404,,GEOG, 3P45, 
2674202,,GEOG 3P45 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1,M ,1500-1700,MCC405,,GEOG, 3P45, 
2674203,,GEOG 3P45 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1,W ,1200-1400,MCD400,,GEOG, 3P45, 
2675101,,GEOG 3P50 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,1300-1500,AS215,"Simandan, Dragos Matel",GEOG, 3P50, 
2675201,,GEOG 3P50 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1, T,800 -1000,PL408,,GEOG, 3P50, 
2675202,,GEOG 3P50 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1, R,1000-1200,MCD304,,GEOG, 3P50, 
2676101,DB,GEOG 3P56 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1400-1700,AS201,"Dagesse, Daryl",GEOG, 3P56, 
2676401,,GEOG 3P56 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,M ,800 -1100,MCD211,,GEOG, 3P56, 
2677101,DB,GEOG 3P57 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1400-1700,AS201,"Ripmeester, Michael R",GEOG, 3P57, 
2677401,lx,GEOG 3P57 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,W ,900 -1200,MCC407,,GEOG, 3P57, 
2677402,ly,GEOG 3P57 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,W ,900 -1200,MCC407,,GEOG, 3P57, 
2679101,,GEOG 3P70 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,800 -1000,TH257,Geogtba2,GEOG, 3P70, 
2679201,,GEOG 3P70 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1, R,900 -1100,MCC407,,GEOG, 3P70, 
2679202,,GEOG 3P70 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, T,1400-1600,MCD304,,GEOG, 3P70, 
2679203,,GEOG 3P70 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1,M ,1000-1200,WH8J,,GEOG, 3P70, 
2680101,,GEOG 3P80 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,F ,1100-1300,TH257,"Butz, David A.O.",GEOG, 3P80, 
2680202,,GEOG 3P80 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1,W ,1600-1800,MCC407,,GEOG, 3P80, 
2680203,,GEOG 3P80 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1, T,1000-1200,MCC403,,GEOG, 3P80, 
2682101,,GEOG 3P83 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1000,TH258,"Childs,Jayson",GEOG, 3P83, 
2682401,,GEOG 3P83 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, T,1400-1600,CA217,,GEOG, 3P83, 
2682402,a,GEOG 3P83 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1, T,900 -1100,CA217,,GEOG, 3P83, 
2682403,,GEOG 3P83 ,D3,2017/Jan/09,2017/Apr/07,LAB3,1,M ,1500-1700,CA217,,GEOG, 3P83, 
2682404,,GEOG 3P83 ,D3,2017/Jan/09,2017/Apr/07,LAB4,1, R,800 -1000,CA217,,GEOG, 3P83, 
